"ID","0.905","Description","0.91","0.915","0.92","0.925","0.93","0.935","0.94","0.945","0.95","0.955","0.96","0.965","0.97","0.975","0.98","0.985","0.99","0.995"
"WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY",0.000121890691440901,"WP_REGULATORY_CIRCUITS_OF_THE_STAT3_SIGNALING_PATHWAY",0.00105996166522262,0.000613024173633433,0.00155909952572558,0.000930824931218412,0.00531314120757516,0.0615021048714204,0.0484325472820646,0.0479873331384963,0.0343273506553315,0.115717055460599,0.331527622647302,0.547919455271492,0.512294035306317,0.469702859740563,0.402329968344257,0.320785954326937,0.231968265237525,0.159787237851522
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.000623482448734853,"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.00305142392076555,0.00169836684416864,0.0147366078029725,0.00908568112147181,0.0236301119228995,0.0616276096181589,0.0484325472820646,0.0467517221402433,0.033295068302188,0.0240234489617116,0.025103369725168,0.0615953729458878,0.043808946012916,0.0959926575499168,0.46992599527589,0.372291569002252,NA,NA
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.00123679772194418,"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.00512283225926459,0.0205565332752509,0.0138290833276975,0.00901512978844586,0.0236301119228995,0.0677081347441695,0.0546424584587741,0.0509299488913145,0.0362887663760628,0.0265941345068955,0.0327884986513597,0.0915521980838387,0.277534750913476,0.22155844630161,0.163586348930351,0.321216829471107,0.233055984094151,0.159787237851522
"REACTOME_BIOLOGICAL_OXIDATIONS",0.00285699499930005,"REACTOME_BIOLOGICAL_OXIDATIONS",0.00305142392076555,0.00169836684416864,0.00155909952572558,0.000930824931218412,0.000591924095704161,0.000374934026867884,0.000218356473519188,8.90396216118677e-05,3.25929601335759e-05,0.000190493081857763,0.000831902010162603,0.000586539781082419,0.00139495375547965,0.000412087696946651,8.54507932233145e-05,0.000398873729794399,0.0206288307373305,0.175602503346133
"WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING",0.00285699499930005,"WP_PHOTODYNAMIC_THERAPYINDUCED_AP1_SURVIVAL_SIGNALING",0.0470892343051176,0.0354487457033679,0.0298498360372616,0.0209494660851046,0.0600661404537269,0.194944216430115,0.166648859566283,0.463747983386262,0.403604529980159,0.326677945022519,0.319078225640264,0.545169944704911,0.507957866992831,0.469702859740563,0.402329968344257,0.320785954326937,0.231968265237525,0.159787237851522
"WP_RAC1PAK1P38MMP2_PATHWAY",0.00285699499930005,"WP_RAC1PAK1P38MMP2_PATHWAY",0.0112730292522738,0.0331958582987161,0.0715010349723729,0.0522187305486672,0.128828289268203,0.293667100366824,0.260465131345813,0.546826273341965,0.498708820138153,0.452928130801409,0.509082768613253,0.590491275816755,0.567217562254556,0.517476429741084,0.436190051270311,0.347380422200205,0.25713475692742,0.169551025231777
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS",0.00296461321142728,"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS",0.00331558150017562,0.00195441668831025,0.00155909952572558,0.000930824931218412,0.000591924095704161,0.000376872776608583,0.000233759567996959,0.000105975407173498,4.38755272038502e-05,0.000211271919267457,0.00173613600290493,0.00126771841015606,0.0010155134309719,0.000326280362585165,6.65415672214749e-05,0.000196093787355011,0.0206288307373305,0.169551025231777
"WP_CANNABINOID_RECEPTOR_SIGNALING",0.00474787334289972,"WP_CANNABINOID_RECEPTOR_SIGNALING",0.0280133932502375,0.0218279875338676,0.0613065234578155,0.0442384426431612,0.140246694781965,0.379307074562785,0.345348484482745,0.34228779986231,0.293339095309236,0.241897791516243,0.242594366141251,0.496079242934022,0.45617607429599,0.419809386928454,0.354829776137701,0.287178198233966,NA,NA
"REACTOME_FATTY_ACID_METABOLISM",0.00553065462559102,"REACTOME_FATTY_ACID_METABOLISM",0.00534778531568823,0.0205565332752509,0.0138290833276975,0.00899701326704151,0.00600845692003378,0.00507174386024277,0.00275772752177508,0.00141943562320986,0.00544849305312811,0.0240234489617116,0.070423650387283,0.0519431799829894,0.0374073469048532,0.0189852580271959,0.00714526739265345,0.00240850629956102,0.134310724043982,0.169794866172055
